"","ID","label","ct_eligibility"
"56",56,"BriefSummary","Currently, the growing epidemic of a new coronavirus infectious disease (Covid-19) is wreaking havoc worldwide, which is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). SARS-CoV-2 is a RNA virus that display high similarity in both genomic and proteomic profiling with SARS-CoV that first emerged in humans in 2003 in China. Therefore, preventing and controlling the pandemic occurrences are extremely urgent as a global top priority. Due to the lack of effective antiviral drugs, patients may be treated by only addressing their symptoms such as reducing fever. Clinical autopsies from SARS-CoV-infected patients demonstrated that there were major pathological changes in the lungs, immune organs, and small systemic blood vessels with vasculitis. However, the detection of SARS-CoV were primarily found in the lung and trachea/bronchus, but was undetectable in spleen, lymph nodes, bone marrow, heart and aorta, highlighting the overreaction of immune responses induced by viral infection were really harmful, resulting in the pathogenesis of lungs, immune organs, and small systemic blood vessels. To this respect, immune modulation strategy may be potentially beneficial to enhance anti-viral immunity and efficiently reduce the viral load, improve clinical outcomes, expedite the patient recovery, and decline the rate of mortality in patients after being infected with SARS-CoV-2. Tianhe Stem Cell Biotechnologies Inc. has developed a novel globally-patented Stem Cell Educator (SCE) technology designed to reverse the autoimmune response in Type 1 diabetes (T1D), Alopecia Areata (AA) and other autoimmune diseases. SCE therapy uses human multipotent cord blood stem cells (CB-SC) from human cord blood. Their properties distinguish CB-SC from other known stem cell types, including mesenchymal stem cells (MSC) and hematopoietic stem cells (HSC). Several clinical studies show that SCE therapy functions via CB-SC induction of immune tolerance in autoimmune T cells and restore immune balance and homeostasis in patients with T1D, AA and other inflammation-associated diseases. To correct the overreaction of overreaction of immune responses, the investigators plan to treat SARS-CoV-2 patients with Stem Cell Educator therapy."
"57",57,"BriefSummary","Primary Objective:

To evaluate tolerability and safety of SAR408701 when administered as a single agent according to the investigational medicinal product (IMP) related dose limiting toxicities (DLTs) to determine the recommended dose (RD) of SAR408701 in Japanese patients with advanced malignant solid tumors.

Secondary Objectives:

To characterize the overall safety profile of SAR408701 monotherapy.
To characterize the pharmacokinetic (PK) profile of SAR408701 and its metabolites.
To evaluate the pharmacodynamic (PDy) effect of SAR408701 on levels of circulating carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5) for main dose escalation part.
To assess preliminary efficacy according to Response Evaluation Criteria in Solid Tumor (RECIST) 1.1 criteria and other indicators of antitumor activity.
To assess the potential immunogenicity of SAR408701."
"58",58,"BriefSummary","Primary Objective:

- To evaluate the efficacy of daily oral doses of 300 mg, 400 mg, and 500 mg SAR302503 for the reduction of spleen volume as determined by magnetic resonance imaging (MRI).

Secondary Objectives:

To evaluate the safety of SAR302503.
To evaluate the pharmacokinetics (PK) of SAR302503 after single and repeat doses.
To evaluate the pharmacodynamics of SAR302503 as measured by changes in JAK2V617F allele burden in those patients with JAK2V617F mutation, changes in substrate phosphorylation in the JAK-STAT signal transduction pathway, and the expression of cytokines.
To measure improvement in baseline Myeloproliferative Neoplasm (MPN) associated symptoms, as well as overall impact in quality of life (QOL), through serial administration of the Myeloproliferative Neoplasm Symptom Assessment Form (MPN-SAF).
To measure generic health-related quality of life (HRQL) and utility values using the EQ-5D questionnaire."
"59",59,"BriefSummary","Primary Objective:

Assess in systemic lupus erythematosus (SLE) patients the effect of SAR113244 on B-cell subsets compared to placebo.

Secondary Objectives:

Assess in male and female lupus patients after SC single dose of SAR113244 the tolerability and safety of SAR113244.

Assess in male and female lupus patients:

The pharmacokinetics of SAR113244.

The pharmacodynamics of SAR113244 for the following disease parameters:

Safety of Estrogens in Lupus Erythematosus National Assessment Systemic Lupus Erythematosus Disease Activity Index (SELENA-SLEDAI) score, British Isles Lupus Assessment Group (BILAG) score (if applicable), BILAG-Based Composite Lupus Assessment (BICLA) (if applicable), systemic lupus erythematosus responder index (if applicable), Lupus-quality of life and Functional Assessment of Chronic Illness Therapy-Fatigue, anti-double stranded deoxyribonucleic acid antibody and anti-nuclear antibody levels and plasma complement levels (C3, C4), erythrocyte sedimentation rate and C-reactive protein.
Peripheral blood B and T cell subsets."
"60",60,"BriefSummary","Primary Objective:

To assess the efficacy of SAR339658

Secondary Objective:

To assess the safety of SAR339658"
"61",61,"BriefSummary","Severe Acute Respiratory Syndrome (SARS) is a newly recognized illness that can be fatal.

The purpose of this study is to better understand SARS by collecting samples of blood and other body fluids of people who have been exposed to SARS or who are suspected to have the illness.

Up to 300 volunteers aged 18 years or older will be enrolled in this study. Participants will donate blood samples and, if appropriate, samples of fluid from the lungs, nose, or throat. Researchers will test these samples for proteins that control or mediate inflammatory or immune responses. The patterns of these proteins will reveal how SARS affects the body and the efforts the body makes to fight off the infection."
"62",62,"BriefSummary","Primary Objective:

To assess the tolerability and safety of SAR113244 in male and female lupus patients after every 4 (Q4) weeks repeated ascending subcutaneous doses of SAR113244.

Secondary Objectives:

To assess in male and female lupus patients:

The pharmacokinetics of SAR113244.

The pharmacodynamics of SAR113244 for the following disease-related parameters:

Safety of Estrogens in Lupus Erythematosus National Assessment - Systemic Lupus Erythematosus Disease Activity Index (SELENA-SLEDAI) score, British Isles Lupus Assessment Group (BILAG) score (if applicable), BILAG-Based Composite Lupus Assessment (BICLA) (if applicable), systemic lupus erythematosus responder index (SRI) (if applicable), Lupus-quality of life (QoL) and Functional Assessment of Chronic Illness Therapy (FACIT)-Fatigue, anti-double stranded deoxyribonucleic acid antibody (anti-dsDNA Ab) and anti-nuclear antibody levels (ANA) and plasma complement levels (C3, C4), erythrocyte sedimentation (SED) rate and C-reactive protein.
Peripheral blood B and T cells subsets."
"63",63,"BriefSummary","The purpose of this study is to collect plasma by apheresis from patients who have recovered from Severe Acute Respiratory Syndrome (SARS). This plasma will be processed into a SARS-antibody enriched intravenous immune globulin (IVIG) product. This product will then be available for use in a clinical trial if a SARS epidemic recurs.

Potentially eligible participants are people between 18 and 56 years of age who have recovered from SARS. Potential participants will undergo three sequential screenings to determine their eligibility for this study. Eligible participants will then be scheduled for plasmapheresis. After apheresis, additional testing will be performed on a sample of the source plasma. Once the sample has been tested and cleared, the source plasma will be shipped to the United States to the storage facility and finally to the site of manufacturing of the IVIG product. Participants may donate plasma again after 14 days.

The study will not have a direct benefit for participants. However, participation may help develop a treatment that could be useful to other people who become infected with SARS."
"64",64,"BriefSummary","Primary Objective:

To demonstrate non-inferiority of SAR342434 versus Humalog in glycated hemoglobin A1c (HbA1c) change from baseline to Week 26 in participants with type 2 diabetes mellitus (T2DM) also using insulin glargine.

Secondary Objectives:

To assess the immunogenicity of SAR342434 and Humalog in terms of positive/negative status and antibody titers at baseline and during the course of the study; To assess the relationship of anti-insulin antibodies with efficacy and safety. To assess the efficacy of SAR342434 and Humalog on: proportion of participants reaching target HbA1c <7.0% and <=6.5%, fasting plasma glucose (FPG) and self-measured plasma glucose (SMPG) profiles, and insulin dose.

To assess safety of SAR342434 and Humalog."
"65",65,"BriefSummary","Primary Objective:

To demonstrate non-inferiority of SAR342434 versus Humalog in glycated haemoglobin A1c (HbA1c) change from baseline to Week 26 in participants with type 1 diabetes mellitus (T1DM) also using insulin glargine.

Secondary Objectives:

To assess the immunogenicity of SAR342434 and Humalog in terms of positive/negative status and antibody titers at baseline and during the course of the study.

To assess the relationship of anti-insulin antibodies with efficacy and safety including during the safety extension.

To assess the efficacy of SAR342434 and Humalog in terms of proportion of participants reaching target HbA1c (<7%), Fasting plasma glucose (FPG), self-measured plasma glucose (SMPG) profiles, and insulin dose.

To assess safety of SAR342434 and Humalog."
